,id,text,created_at
32,1496150125277810695,"RT @_riverheaven: @And_Hongg @_antaresh29 @jokowi Inshaa Allah ditindaklanjuti
Pak @jokowi",2022-02-22T15:49:21.000Z
33,1496150124212412421,"RT @OposisiCerdas: 5 Fakta Brigjen Junior Tumilaar Ditahan: Kirim Surat Terbuka untuk Jokowi usai Bela Babinsa hingga Ditahan
https://t.co/…",2022-02-22T15:49:21.000Z
34,1496150118588125184,@AdiBholang @jokowi ada uang baru adil🖐️,2022-02-22T15:49:20.000Z
35,1496150116461387787,"RT @Markonah_003: Menaker : JHT cair umur 56.
Cebong : horee!!!!

Jokowi : Minta Menaker revisi kebijakan JHT.
Cebong : Horee!!

Tim hore 😄",2022-02-22T15:49:19.000Z
36,1496150101437607936,"RT @UyokBack: Buruh protes aturan JHT, dibully..
Jokowi minta revisi aturan JHT, dipuji..

Wer.. Jokower... 
Goblokmu benar2 terkutuk.. :-)",2022-02-22T15:49:15.000Z
38,1496150091274797058,"Para pengemudi ojek dan taksi online adalah orang-orang yang berani menembus batas, berani keluar dari zona-zona nyaman, dan berani keluar dari tradisi dan menjadi pelopor model pekerjaan baru. #BersamaJokowi #IndonesiaMaju https://t.co/vfCXOwNCjv",2022-02-22T15:49:13.000Z
39,1496150090675015682,"RT @jokowi: Kolaborasi Pengembangan Ekosistem Kendaraan Listrik diluncurkan hari ini di di Jakarta. 

Kolaborasi BUMN dan swasta ini jadi l…",2022-02-22T15:49:13.000Z
40,1496150085142466575,"RT @Sangkuriang5551: JOKOWI PUNYA ANDIL BESAR DALAM KEBANGKITAN NEO PKI DENGAN MEMBERI JABATAN2 VITAL BAGI PENDUKUNG PKI.

Misal Iman Broto…",2022-02-22T15:49:12.000Z
41,1496150083272048640,RT @YusufNusantara1: @knpiharis @jokowi @ListyoSigitP ......knpa smpai urusan dgn penagih utang....pemuda dulu itu bonyookiin penjajah.. in…,2022-02-22T15:49:11.000Z
42,1496150081430597634,"RT @Sangkuriang5551: JOKOWI PUNYA ANDIL BESAR DALAM KEBANGKITAN NEO PKI DENGAN MEMBERI JABATAN2 VITAL BAGI PENDUKUNG PKI.

Misal Iman Broto…",2022-02-22T15:49:11.000Z
43,1496150081380229127,"@Eman97731071 https://t.co/5AGvMUGMg8 Tolong🙏bantu share&amp;Ret Agar TDK ada lagi korban:
PD saat Mengisi Data,Agenct @AXAIndonesia Menawarkan Tabungan jangka panjang:
Setelah 6thn saya bayar Premi,uang saya HILANG 70% Tolong saya PK @jokowi @KPK_RI @ojkindonesia @ListyoSigitP @DivHumas_Polri",2022-02-22T15:49:11.000Z
44,1496150070781440001,"RT @OposisiCerdas: Jokowi: Yang Senang Naik Mobil BBM Fosil Jangan Pindah ke Ibu Kota Baru
https://t.co/cuRydvpcjY",2022-02-22T15:49:08.000Z
45,1496150060761231360,"@wawan_pileq @KompasTV Lah yg punya oke oce skrg jadi mentrinya jokowi....

Piye tong....tong...

One one...otaknya jangan d tinggal biar argumennya ga muncrat k muka sendri",2022-02-22T15:49:06.000Z
46,1496150053886775299,@johhnnnnyyy @y2kl0v3 j-line sape anjir??? jokowi?,2022-02-22T15:49:04.000Z
47,1496150052599140352,"RT @TRIOKWEKKWEKkI2: @Sangkuriang5551 7 TAHUN JOKOWI PKI BANGKIT. 

@cobeh2021 
@trustnoone9999 
@Jamlean_Saleh
@Jangkrikgengg15
@DedetRend…",2022-02-22T15:49:04.000Z
48,1496150050011033607,"RT @And_Hongg: Suara anak-anak Kuasi Paroki Lowobangga, Welamosa, 
Kec. WEWARIA
KAB. ENDE - PROV. NTT.

YTH Pak Presiden @jokowi mohon aten…",2022-02-22T15:49:03.000Z
49,1496150048618708994,"Semangat membangun desa, melalui Rencana Pembelajaran Lampau Desa (RPL Desa).
Percaya desa bisa
@halimiskandarnu 
@taufikmadjid71 
@kemendespdtt 
@KabKampar 
@tppkemendes 
@jokowi https://t.co/eWfcOq3SBx",2022-02-22T15:49:03.000Z
50,1496150047838322704,"@CecepLagi https://t.co/5AGvMUGMg8 Tolong🙏bantu share&amp;Ret Agar TDK ada lagi korban:
PD saat Mengisi Data,Agenct @AXAIndonesia Menawarkan Tabungan jangka panjang:
Setelah 6thn saya bayar Premi,uang saya HILANG 70% Tolong saya PK @jokowi @KPK_RI @ojkindonesia @ListyoSigitP @TMCPoldaMetro",2022-02-22T15:49:03.000Z
52,1496150030759174152,"RT @abu_waras: Jokowi Ingin Indonesia Jadi Raja Produsen Kendaraan Listrik.
Netizen: Urusin Migor Dulu Sana Kasian Rakyat Sampai Antri, Nge…",2022-02-22T15:48:59.000Z
53,1496150030184558600,"RT @abu_waras: Jokowi Ingin Indonesia Jadi Raja Produsen Kendaraan Listrik.
Netizen: Urusin Migor Dulu Sana Kasian Rakyat Sampai Antri, Nge…",2022-02-22T15:48:58.000Z
54,1496150017559900161,"@knpiharis @jokowi @ListyoSigitP Nah ini sebelum kena musibah dan setelah kena musibah, minta bantuan pak Jokowi juga🤭🤭🤭",2022-02-22T15:48:55.000Z
55,1496150015764488194,"@RD_4WR1212 https://t.co/5AGvMUGMg8 Tolong🙏bantu share&amp;Ret Agar TDK ada lagi korban:
PD saat Mengisi Data,Agenct @AXAIndonesia Menawarkan Tabungan jangka panjang:
Setelah 6thn saya bayar Premi,uang saya HILANG 70% Tolong saya PK @jokowi @KPK_RI @ojkindonesia @ListyoSigitP @PKSejahtera",2022-02-22T15:48:55.000Z
56,1496150010097983493,"INI TIDAK SALAH PERSILAKAN SESEORANG DUDUK DI KURSI APAPUN SEBAB KURSI MEMANG UNTUK DIDUDUKI KECUALI DISURUH INJAK KURSI ITU BARU SALAH WKWKWK
https://t.co/DeDMZYke5F",2022-02-22T15:48:54.000Z
57,1496150009263570944,"RT @democrazymedia: Jokowi Umbar Janji Bangun IKN Nusantara Tanpa Merusak Hutan
https://t.co/dO6MumoS84",2022-02-22T15:48:53.000Z
58,1496150007380160521,@jokowi Halo pak gub @ridwankamil,2022-02-22T15:48:53.000Z
59,1496150006591795203,RT @RieGucciano: Pak @jokowi mana kartu sembako murah saya pak !!,2022-02-22T15:48:53.000Z
60,1496149984374366208,@4joyfulgiving @knpiharis @jokowi @ListyoSigitP Jadi ingat drama si ibu² itu,2022-02-22T15:48:48.000Z
61,1496149937536778242,"RT @knpiharis: Mereka di bayar untuk melakukan penganiayaan yang mengakibatkan diri saya hampir saja kehilangan nyawa, tolong pak @jokowi d…",2022-02-22T15:48:36.000Z
62,1496149936408350723,"RT @BinsarNixon__: Nopo tag Pak Jokowi, arep njalok bayar utang mu kah",2022-02-22T15:48:36.000Z
64,1496149917605187584,"RT @KyaiMblebes: @kemenhub151  @jokowi @KyaiMblebes @panca66 
Demo sopir truk dan pemilik truk odol di Prambanan Jokjakarta siang ini. http…",2022-02-22T15:48:32.000Z
65,1496149912438083585,RT @CNNIndonesia: Kepuasan Semu Terhadap Kinerja Jokowi https://t.co/cwi4DM4oJa,2022-02-22T15:48:30.000Z
66,1496149898479210506,RT @RamliRizal: Semoga masa lalu tidak berulang. Masa lalu seoenuhnya terjadi karena kelangkaan (scarcity) akibat pengeluaran jor2an dan ce…,2022-02-22T15:48:27.000Z
67,1496149890635816969,"RT @TeddGus: Para menentang Jokowi, mengaku Nasionalis dan cinta negeri ini. Tapi anehnya tidak berani menyatakan sikap menentang FPI, Hizb…",2022-02-22T15:48:25.000Z
68,1496149881983213572,"@demokrasicoid Rakyat antri minyak goreng, sampe klenger...pingsan ,elu malah bermimpi jd raja.

#copas
Jokowi Ingin Indonesia Jadi Raja Produsen Kendaraan Listrik https://t.co/Bcy0lgrADV",2022-02-22T15:48:23.000Z
69,1496149877142786062,"RT @HASapardan: Presiden Jokowi pilih setop Anies.
Sebagai gantinya Jokowi pilih ASN untuk jabat Gubernur DKI.

Dan....
Mulai malam ini kad…",2022-02-22T15:48:22.000Z
70,1496149870247301139,"RT @Paulus_willy: ""Sebuah gagasan besar pasti ada pro &amp; kontra.Ada yg setuju, ada yg tidak setuju. Tetapi dalam sistem politik kita jelas b…",2022-02-22T15:48:20.000Z
71,1496149868523491334,"RT @democrazymedia: Jangan Beraninya Cuma Sama Wahabi, Gus Nur Tantang Gus Miftah Sebut Jokowi Pendusta: Berani Gak?
https://t.co/v4KD9K8ezV",2022-02-22T15:48:20.000Z
72,1496149850244915201,"RT @OposisiCerdas: Haris Pertama: Pak Jokowi, Pak Kapolri Tolong Buka ke Publik Siapa yang Ingin Habisi Saya
https://t.co/6u8jejqcUg",2022-02-22T15:48:16.000Z
73,1496149846310506504,"RT @knpiharis: Mereka di bayar untuk melakukan penganiayaan yang mengakibatkan diri saya hampir saja kehilangan nyawa, tolong pak @jokowi d…",2022-02-22T15:48:15.000Z
74,1496149843706003459,"@inyongmanise @jokowi Kbangetan yak
Orang kayak gitu masih dijadiken narasumber

Sebetulnya yg dungu itu yg mana?",2022-02-22T15:48:14.000Z
75,1496149835908812801,"RT @And_Hongg: Suara anak-anak Kuasi Paroki Lowobangga, Welamosa, 
Kec. WEWARIA
KAB. ENDE - PROV. NTT.

YTH Pak Presiden @jokowi mohon aten…",2022-02-22T15:48:12.000Z
76,1496149823195688965,@BowoDoang__ @musniumar @jokowi gw temenin beh,2022-02-22T15:48:09.000Z
77,1496149821178236932,@jokowi @L3NT3R4_H4T1 Siapa tuh pak ? kepo nih 😂,2022-02-22T15:48:09.000Z
78,1496149811963342848,"RT @AnakLolina2: Media massa, oposisi &amp; pendukungnya adalah sumber penyakit &amp; kegaduhan di negeri ini.

Apapun yg terjadi di luar sana &amp; be…",2022-02-22T15:48:06.000Z
79,1496149809140490252,"RT @jumianto_RK: Presiden Jokowi mempersiapkan nama calon pejabat daerah tingkat 1 (gubernur) penganti 4nies

7 bulan lagi Wan Kibul jadi g…",2022-02-22T15:48:06.000Z
80,1496149804237398016,"RT @RD_4WR1212: Awal galak sampai ngetag Presiden Jokowi dan Kapolri, beberapa jam kemudian di rumah sakit Mayapada dengan alasan kondisi f…",2022-02-22T15:48:05.000Z
82,1496149797862055940,"Dari swkian banyak JAWABAN GA dr @ganjarpranowo ternyata NGGAK MAU KAOS sbg hadiahnya, malah BANYAK KRITIKAN 😂😂

Tim poles nggak up to date, COBA GA nya itu MINYAK GORENG, pasti yg ikut BEJIBUN kek emak2 antri MIGOR (walau itu MENAMPAR kinerja @jokowi
&amp; PDIP) https://t.co/7QeoDkQ11W",2022-02-22T15:48:03.000Z
83,1496149789645357063,@jokowi smngt bro,2022-02-22T15:48:01.000Z
84,1496149787737206784,"RT @Phonodude: Sepanjang tdk terbuka soal preferensi politik responden, survey tsb sampah. 

Pemilih Jokowi Maruf  aja cuma  55,5%, itupun…",2022-02-22T15:48:01.000Z
85,1496149784121733121,@boecharikarim @Othex6 @knpiharis @jokowi @ListyoSigitP Bikin bingung 😕❓,2022-02-22T15:48:00.000Z
86,1496149768149794817,"RT @Julian303: @kompascom bacanya kebalikan ya gaess , ini rahasia
1. Saat survey keluar  ... berarti Popularitas jokowi sedang dibawah 30%…",2022-02-22T15:47:56.000Z
87,1496149745651585027,"@jokowi Terimakasih Bapak Presiden, jalan Tol sudah, Tol laut jalan, Ibu Kota Negara sudah dimulai, pemerataan pembangunan, harga BBM satu harga, dan banyak lagi yang sudah bapak berikan buat bangsa ini, buat rakyatmu, kritikan hujatan, Bapak jadikan booster untuk membangun negeri ini🙏",2022-02-22T15:47:51.000Z
88,1496149709769084951,"RT @jokowi: Ibu Kota Nusantara kelak akan menggagas konsep Smart Forest City dengan 70 persen kawasannya berupa area hijau. 

Pengelolaan t…",2022-02-22T15:47:42.000Z
89,1496149707156254720,RT @w_i_d_h_i: @gadtorade Internet kita ada di level 'paria' dibanding negara2 lain. Knp pengamat2 ICT gak berani speak up terkait hal ini?…,2022-02-22T15:47:41.000Z
90,1496149684527964161,"Klo gini berarti Presiden, DPR, dan pejabat lain dilarang menggunakan mobil di IKN baru

Mendingan sekalian jangan ada SPBU di IKN baru spy gak pada bawa kendaraan biar pada sehat

Jokowi: Yang Senang Naik Mobil BBM Fosil Jangan Pindah ke Ibu Kota Baru - https://t.co/rPGzYbUU0g",2022-02-22T15:47:36.000Z
91,1496149683575607305,"Para diaspora Indonesia diajak utk mendukung, menaikkan dan mempromosikan produk-produk unggulan Indonesia diluar negeri. Dukungan terhadap produk Indonesia merupakn salah satu langkah memperkenalkan produk buatan anak bangsa dipasar Internasional

Jokowi Gas Pol Buatan Indonesia https://t.co/RPMmM0YTy8",2022-02-22T15:47:36.000Z
92,1496149679440023561,"@zakaria_hmy @kemendespdtt https://t.co/5AGvMUGMg8 Tolong🙏bantu share&amp;Ret Agar TDK ada lagi korban:
PD saat Mengisi Data,Agenct @AXAIndonesia Menawarkan Tabungan jangka panjang:
Setelah 6thn saya bayar Premi,uang saya HILANG 70% Tolong saya PK @jokowi @KPK_RI @ojkindonesia @ListyoSigitP @TMCPoldaMetro",2022-02-22T15:47:35.000Z
94,1496149637790588933,"@nandspriatna2 https://t.co/5AGvMUGMg8 Tolong🙏bantu share&amp;Ret Agar TDK ada lagi korban:
PD saat Mengisi Data,Agenct @AXAIndonesia Menawarkan Tabungan jangka panjang:
Setelah 6thn saya bayar Premi,uang saya HILANG 70% Tolong saya PK @jokowi @KPK_RI @ojkindonesia @ListyoSigitP @PKSejahtera",2022-02-22T15:47:25.000Z
95,1496149578311401474,Kaesang aja sekalian mas @jokowi https://t.co/XjOqNJHo0s,2022-02-22T15:47:11.000Z
96,1496149577699049473,RT @KawanBaikKomodo: Presiden @Jokowi dikritik karena proyek alihfungsi  400 hektar hutan di puncak kota Labuan Bajo Flores untuk dijadikan…,2022-02-22T15:47:11.000Z
97,1496149557650288642,"RT @BossTemlen: jangan seneng dulu bray..
jokowi mau revisi permen JHT, karena hasil akhir revisi itu sendiri kita blm tau seperti apa jadi…",2022-02-22T15:47:06.000Z
98,1496149544614363136,RT @ORakyat4: @maspiyuaja Lalu tugas dan kewajiban TNI itu apa dung? @Puspen_TNI @tni_ad @jokowi @Fraksi_Gerindra @Fraksi_PAN @fraksigolkar…,2022-02-22T15:47:03.000Z
99,1496149539505508360,"RT @Rizmaya__: Kadrun gagal maning dengan Framing Rezim Jokowi otoriter, menggiring opini untuk menyudutkan pemerintah.

Kasiahn kalian dru…",2022-02-22T15:47:01.000Z
0,1496442669786341379,"RT @SantorinisSun: Aslinya orang akan semakin keliatan di ujung biasanya😁
https://t.co/3Tfk2L9s4V",2022-02-23T11:11:49.000Z
2,1496442662010114050,"RT @PointBroo: Keputusan P Jokowi slaku Presiden, RESMI  MENOLAK.. (17/2/2020) https://t.co/MEQSIH83oF",2022-02-23T11:11:47.000Z
3,1496442659505786884,"RT @Stevaniehuangg: Terima kasih sudah menjadi saksi untuk bang Munarman .. 🙏 

 #Respect  https://t.co/l7r9ef1EY3",2022-02-23T11:11:47.000Z
4,1496442654762356739,"RT @asumsico: Menurut lo, siapa yang bakal dipilih presiden Jokowi sebagai kepala otorita Ibu Kota Baru? 🤔🤔🤔",2022-02-23T11:11:46.000Z
5,1496442654091284483,"RT @maspiyuaja: [BREAKING] Ketua 'Jokowi Mania' Jadi Saksi Meringankan: Munarman Bukan Teroris, Tudingan Munarman Teroris Keji dan Menyesat…",2022-02-23T11:11:45.000Z
6,1496442651637616640,"RT @GEMBUS_COY: Waduh yuung Yung...
Cc @eidosx @keepithink_crab @CutSarina5 @G336387 @puanmaharani_ri @DarsAlexandra1 @LaNyallaMM1 @m24hHar…",2022-02-23T11:11:45.000Z
7,1496442650681286664,Jokowi ga bisa kerja !!!,2022-02-23T11:11:45.000Z
8,1496442639688040450,@NFTbacofficial @jokowi @NajwaShihab @sandiuno Mantapss....,2022-02-23T11:11:42.000Z
9,1496442638203080707,"RT @djaritakirana: Terus kawal kasus duo terduga korupsi Gibran Kaesang anak Presiden Jokowi di KPK, Jangan sampai Kasusnya ikut menghilang…",2022-02-23T11:11:42.000Z
10,1496442633585311744,"RT @HarisRuslyMoti: Sobat. Muhaimin Iskandar Akan Usul ke Jokowi Agar Pemilu 2024 Ditunda. ""Saya usulkan Pemilu 2024 ditunda satu atau dua…",2022-02-23T11:11:41.000Z
11,1496442624261373952,@NFTbacofficial @jokowi @NajwaShihab @sandiuno Karya  anak  bangsa,2022-02-23T11:11:38.000Z
12,1496442612563456000,"Menurut Menkominfo Johnny Plate, sejak tahun 2020, banyak negara menerapkan kebijakan stimulus fiskal sehingga mengakibatkan perekonomian di tingkat global mengalami akselerasi pertumbuhan di tahun 2021

https://t.co/3X0z2G3oHv @jokowi",2022-02-23T11:11:36.000Z
14,1496442608805363714,@jokowi Lantik doank.... Tapi perut rakyat yg kekurangan pangan makin banyak,2022-02-23T11:11:35.000Z
15,1496442601532432384,"RT @abu_waras: Jokowi Ingin Indonesia Jadi Raja Produsen Kendaraan Listrik.
Netizen: Urusin Migor Dulu Sana Kasian Rakyat Sampai Antri, Nge…",2022-02-23T11:11:33.000Z
16,1496442601415016449,"RT @sukmajati_id: Kalau program gagal itu program Pak Jokowi.
Kalau program berhasil itu program anies.

Iya kan drun..",2022-02-23T11:11:33.000Z
17,1496442599988932608,"Sobat. Muhaimin Iskandar Akan Usul ke Jokowi Agar Pemilu 2024 Ditunda. ""Saya usulkan Pemilu 2024 ditunda satu atau dua tahun. Usulan ini nanti akan saya sampaikan ke pimpinan-pimpinan partai &amp; presiden"". Kabarnya Ketum PAN juga sudah didekati untuk buat pernyataan serupa? hahahae https://t.co/IpYuR9rXhP",2022-02-23T11:11:33.000Z
18,1496442596369235973,@knpiharis @jokowi @ListyoSigitP Ada apa Jokowi ngurus anda ??,2022-02-23T11:11:32.000Z
19,1496442579776581632,@Helmi_Felis @jokowi Klo doain Jokowi cepet mati blh ga ya ?? Udah cape liat kelakuannya 😠😠,2022-02-23T11:11:28.000Z
20,1496442573422198785,"RT @djaritakirana: Terus kawal kasus duo terduga korupsi Gibran Kaesang anak Presiden Jokowi di KPK, Jangan sampai Kasusnya ikut menghilang…",2022-02-23T11:11:26.000Z
21,1496442564068917249,RT @LurahIstana: Masa jabatan SBY selesai presiden selanjut nya belum tentu mau melanjutkan proyek di era SBY.sedangkan proyek di era jokow…,2022-02-23T11:11:24.000Z
22,1496442560277270530,"RT @OposisiCerdas: Soroti Kinerja Jokowi, Rizal Ramli: Mundur, Jangan Bikin Rakyat Lebih Sengsara
https://t.co/Uw2qMKQ04D",2022-02-23T11:11:23.000Z
23,1496442558545018883,"RT @terkembang_4817: Jadi Saksi Meringankan di Persidangan, Immanuel Ebenezer Ketua Jokowi Mania: Munarman Bukan Teroris! Dia Bantu Gereja…",2022-02-23T11:11:23.000Z
24,1496442556531757056,"@knpiharis @jokowi @ListyoSigitP Aduh .. koq ga jadi kehilangan nyawa kalo emang awalnya mrk berniat membunuh mu? 
Harusnya sih ga susah tuk menghilangkan nyawamu kalo emang niat mereka dari awal adalah menghilangkan nyawa mu. PIKIR!!",2022-02-23T11:11:22.000Z
25,1496442550265479173,"RT @dennysirregar7: Enak aja sama2kan @jokowi dgn Munarman. 

Oi, Noel. Pak @jokowi itu bukan teroris !

https://t.co/nL6Zcng4Wh",2022-02-23T11:11:21.000Z
26,1496442539930529792,"RT @A1ki4_ku5: @jokowi Min...ini yg realita trjadi di dalam negri..jgn malu2 in Pk. Jkw dunk..ngangkt news bgitu...ini aja neh yg di up, gm…",2022-02-23T11:11:18.000Z
28,1496442521849036800,Please pak @jokowi kembalikan harga kedelai dan minyak goreng. https://t.co/mt8KQqL1al,2022-02-23T11:11:14.000Z
29,1496442493990313986,"@dennysirregar7 Coba dicek imbalannya apa?
Apa si eben ngomong gitu lalu munarman mau jd relawan jokowi? 🤣🤣🤣",2022-02-23T11:11:07.000Z
31,1496442482501980161,"Calon Pimpinan IKN Segera Dilantik Jokowi, Berasal Dari Non Partai https://t.co/RfhHEd5tgS",2022-02-23T11:11:05.000Z
32,1496442469591957504,"Prosesi adat Batak turut menyambut kehadiran Presiden Joko Widodo dalam kunjungan kerja di Provinsi Sumatera Utara, pada Rabu, 2 Februari 2022. Salah satunya, saat Presiden @jokowi hendak menyeberang dari Pelabuhan Ajibata, Kabupaten Toba, ke Pelabuhan Ambarita, Kab. Samosir. https://t.co/C7FtUPBWZU",2022-02-23T11:11:01.000Z
33,1496442451933945859,"Bersaksi di Sidang Kasus Terorisme, Ketua JoMan Sebut Munarman dan Jokowi Sebagai Korban Fitnah https://t.co/aCX8ITNQiv",2022-02-23T11:10:57.000Z
34,1496442449572818944,"RT @dennysirregar7: Mau muntah gua... 

https://t.co/UonFT0FRar",2022-02-23T11:10:57.000Z
35,1496442448692023298,"RT @Stevaniehuangg: Terima kasih sudah menjadi saksi untuk bang Munarman .. 🙏 

 #Respect  https://t.co/l7r9ef1EY3",2022-02-23T11:10:56.000Z
36,1496442447077036032,"RT @mulanbilqis: BUMN HADIR JADI SOLUSI KELANGKAAN MINYAK GORENG
-
Sesuai arahan Presiden Jokowi, Kementerian BUMN melalui PTPN turun langs…",2022-02-23T11:10:56.000Z
37,1496442441389740032,"3 perahu nelayan tradisional tidak bisa mencari nafka gara"" di tangkap pol air labuan bajo 
Sedangkan mereka hanya nelayan kecil yg mencari sesuap nasi untuk bertahan bukan untuk memperkaya diri 
@jokowi 
@Menlu_RI 
@DivHumas_Polri 
@PolhukamRI https://t.co/BWxAC5J2dS",2022-02-23T11:10:55.000Z
38,1496442440852848644,@RamliRizal @kamekpalala @kompascom @detikcom Kalau ingin hasil survey riil publik terhadap tingkat kepuasan terhadap kinerja jokowi simak saja koment yg berseliweran di akun twitter @jokowi ..,2022-02-23T11:10:55.000Z
39,1496442437149118464,@dennysirregar7 Dia lagi nyari pwrhatian jokowi..tetiba jd meringankan munarboy ?. Waspada !!,2022-02-23T11:10:54.000Z
40,1496442429528248322,@IntanKarmila14 @Vivittts @SoundOfYogi @basuki_btp @jokowi Bang minum dulu bang..,2022-02-23T11:10:52.000Z
41,1496442424671219712,RT @CNNIndonesia: Kepuasan Semu Terhadap Kinerja Jokowi https://t.co/cwi4DM4oJa,2022-02-23T11:10:51.000Z
42,1496442424100810755,"RT @ChusnulCh__: Waktu Anies jalankan program sumur resapan di DKI dan ternyata amburadul dan byk yg kritik, buzzer Anies teriak sumur resa…",2022-02-23T11:10:51.000Z
43,1496442423282900996,"Menkominfo Johnny Plate menjabarkan secara umum perekonomian dunia memang perlahan mulai pulih dari krisis akibat pandemi Covid-19

https://t.co/N6f0spmX6C @jokowi",2022-02-23T11:10:50.000Z
44,1496442417851027456,"RT @seruanhl: Menjalankan arahan dari Presiden Joko Widodo, Menteri BUMN Erick Thohir meluncurkan 1,2 juta liter minyak goreng untuk operas…",2022-02-23T11:10:49.000Z
45,1496442410192171014,"RT @OposisiCerdas: Jokowi Perintahkan Revisi Aturan JHT, Hotman Paris: Waktunya Ibu Menaker Mundur
https://t.co/8smOnV7J2B",2022-02-23T11:10:47.000Z
46,1496442408472842241,"RT @OposisiCerdas: Kepuasan Terhadap Jokowi-Ma'ruf Disebut Meningkat, Demokrat: Jangan Terjebak, Urus Minyak Goreng Saja Tak Beres
https://…",2022-02-23T11:10:47.000Z
47,1496442402974081026,"RT @democrazymedia: Ekonom Senior ke Jokowi: Mundur Mas, Rakyat Sudah Sengsara!
https://t.co/zKhz92S8B0",2022-02-23T11:10:46.000Z
48,1496442402244120578,"@Mardanputranya Terserah pak Jokowi .... para pendukung beliau kayak blm ada yg keberatan, Basuki TP ttp di pertamina biar ditebang birokrasi hingga pendapatan trs naik.",2022-02-23T11:10:45.000Z
49,1496442399819800578,"Presiden Jokowi menyatakan komitmen pemerintah untuk melakukan transisi energi menuju energi baru terbarukan (EBT).
Hal ini ditandai dg peluncuran ekosistem kendaraan listrik.
@kemkominfo
@PlateJohnny

https://t.co/Rh2GFwxBTx",2022-02-23T11:10:45.000Z
52,1496442379485675520,"RT @knpiharis: Koordinator yang bernama SS tidak mengenal diri saya, para pelaku eksekutor juga tidak mengenal diri saya. Tapi mereka tahu…",2022-02-23T11:10:40.000Z
53,1496442379284496386,"RT @kurawa: Sekilas kisah si kupret ini :

2016 : BATMAN = BTP Mania
2019 : JOMAN = jokowi Mania
2021 : KOMAN = Komisaris Mania

2022 : MUN…",2022-02-23T11:10:40.000Z
54,1496442364575031298,"RT @Helmi_Felis: Bagaimana kalo besok malam (malam Jum'at)

Kita semua shalat Magrib di Masjid dan berdoa agar @jokowi lengser?

Agar negri…",2022-02-23T11:10:36.000Z
55,1496442362566160393,@jokowi nek kejadiane kyo ngene ki piye pak? https://t.co/2bg7DudWiM,2022-02-23T11:10:36.000Z
56,1496442362390020098,"@ojkindonesia investor n trader paham ttg risiko..bagus OJK terus ingatkan risiko kpd warga asal jangan ngebanned teknologi massal!
cc @kemkominfo @bank_indonesia @PerekonomianRI @kemenkomarves @PolhukamRI @mohmahfudmd @puanmaharani_ri @jokowi @Tokocrypto @indodax  
https://t.co/hD8Ye6e8FA",2022-02-23T11:10:36.000Z
57,1496442360238125058,"Yakin Munarman Bukan Teroris, Ketua Joman: Sampai Detik Ini Presiden Gak Berubah, Tetap Presiden Jokowi yang Saya Dukung https://t.co/PA2LuAtKle",2022-02-23T11:10:35.000Z
58,1496442357730115589,"@jokowi Repot"" buat ibu kota baru sementara hutang menumpuk &amp; rakyat makin lemah ekonominya",2022-02-23T11:10:35.000Z
59,1496442340193484804,RT @detikcom: Wakil Ketua DPR RI Abdul Muhaimin Iskandar atau Cak Imin mengusulkan gelaran pemilu 2024 diundur. Cak Imin akan menemui para…,2022-02-23T11:10:31.000Z
60,1496442338956410883,"@ElHakm8 @alfonsusgollu @Hayuningrat7 @mohmahfudmd @ListyoSigitP @jokowi @Puspen_TNI @YaqutCQoumas Ini dia paham 👌🏻 karena di situ yang dibahas konteks menghafal maka bahas masalah menghafal, saya hanya reply sesuai konteks kok 😁",2022-02-23T11:10:30.000Z
61,1496442337295466498,"RT @OposisiCerdas: Jokowi Perintahkan Revisi Aturan JHT, Hotman Paris: Waktunya Ibu Menaker Mundur
https://t.co/8smOnV7J2B",2022-02-23T11:10:30.000Z
62,1496442328286138370,"RT @PointBroo: Keputusan P Jokowi slaku Presiden, RESMI  MENOLAK.. (17/2/2020) https://t.co/MEQSIH83oF",2022-02-23T11:10:28.000Z
63,1496442310116405252,@Helmi_Felis @jokowi siaaaapppp,2022-02-23T11:10:23.000Z
64,1496442305364242433,"RT @OposisiCerdas: Jokowi Bengong Lihat Kantor Baru NasDem: Lebih Bagus dari Kantor Partai Komunis China
https://t.co/mP8Hlhw0wQ",2022-02-23T11:10:22.000Z
65,1496442294400073732,RT @BiLLRaY2019: Presiden Jokowi mengapresiasi perusahaan-perusahaan dalam negeri yang turut serta membangun ekosistem kendaraan listrik di…,2022-02-23T11:10:20.000Z
66,1496442279724486657,"RT @OposisiCerdas: Jokowi Minta Menaker Revisi Aturan JHT, Rocky Gerung: Negara Ada Kepala, Tapi Kepala Tidak Ada Isinya
https://t.co/XytgF…",2022-02-23T11:10:16.000Z
67,1496442277153193985,@oktapiak__ Minta pak jokowi,2022-02-23T11:10:16.000Z
68,1496442263458967553,"RT @geloraco: Siapapun Kaget, Rakyat di Bawah Susah Tapi Tingkat Kepuasan pada Jokowi Tinggi
https://t.co/2dtrQjsAxC",2022-02-23T11:10:12.000Z
69,1496442262892736516,RT @P3nj3l4j4h_id: Terima Kasih pak @jokowi berkat pembangunan infrastrukur yg masiv di penjuru indonesia akhirnya @msaid_didu bisa narsis…,2022-02-23T11:10:12.000Z
70,1496442249684852736,"RT @OposisiCerdas: Jokowi Bengong Lihat Kantor Baru NasDem: Lebih Bagus dari Kantor Partai Komunis China
https://t.co/mP8Hlhw0wQ",2022-02-23T11:10:09.000Z
